#,Auto ID,County,District,Central site,Referral sites,Site Code,Distance* (KM),Type,On Treatment,On Care,Load,Total Equipment
1193,1193,Homa Bay,Rachuonyo South,      Rachuonyo District Hospital,Othoro Health Center,14002,28,MoH,462,1554,2016,0
1194,1194,Homa Bay,Rachuonyo South,Kendu Adventist Mission Hospital,,13667,0,FBO,134,10418,10552,3
1195,1195,Homa Bay,Rachuonyo South,      Kendu Adventist Mission Hospital,Kendu Adventist(Homa Hill),13667,0,FBO,3790,3371,7161,0
1196,1196,Homa Bay,Rachuonyo South,      Kendu Adventist Mission Hospital,Kendu Adventist(Mawego),13667,0,FBO,0,0,0,0
1197,1197,Homa Bay,Rachuonyo South,      Kendu Adventist Mission Hospital,Kendu Adventist(Wire SDA Dispe),13667,0,FBO,0,0,0,0
1198,1198,Homa Bay,Rachuonyo South,      Kendu Adventist Mission Hospital,Matata Nursing Home,13789,1,FBO,756,1882,2638,0
1199,1199,Siaya,Rarieda,Madiany Sub District Hospital,,13747,0,MoH,561,3897,4458,0
1200,1200,Siaya,Rarieda,      Madiany Sub District Hospital,Abidha Health Center,13461,26,MoH,521,1446,1967,0
1201,1201,Siaya,Rarieda,      Madiany Sub District Hospital,Manyuanda Health Centre (Rarieda),13771,10.1,MoH,1256,1294,2550,0
1202,1202,Siaya,Rarieda,      Madiany Sub District Hospital,Ndori Dispensary,13845,28.9,MoH,544,1117,1661,0
1203,1203,Siaya,Rarieda,      Madiany Sub District Hospital,Ong'ielo Dispensary,13987,28,MoH,716,2461,3177,0
1204,1204,Siaya,Rarieda,      Madiany Sub District Hospital,Pap Kodero Health Center,14013,2,MoH,735,1578,2313,0
1205,1205,Siaya,Rarieda,      Madiany Sub District Hospital,Saradidi Dispensary,14068,38,MoH,198,436,634,0
1206,1206,Siaya,Rarieda,Lwak Mission Hospital (St. Elizabeth),,13739,0,FBO,965,2125,3090,3
1207,1207,Migori,Rongo,Awendo Sub District Hospital,,13492,0,FBO,2712,7470,10182,0
1208,1208,Migori,Rongo,      Awendo Sub District Hospital,Bware Dispensary,13519,59.7,MoH,64,314,378,0
1209,1209,Migori,Rongo,      Awendo Sub District Hospital,Nyamasare Dispensary,13900,13.2,MoH,161,384,545,0
1210,1210,Migori,Rongo,      Awendo Sub District Hospital,Osogo Dispensary,13997,20,MoH,241,665,906,0
1211,1211,Migori,Rongo,      Awendo Sub District Hospital,Othoro Dispensary,14003,46.3,MoH,442,1289,1731,0
1212,1212,Migori,Rongo,      Awendo Sub District Hospital,Oyani (SDA) Dispensary,14008,17.5,MoH,447,1269,1716,0
1213,1213,Migori,Rongo,      Awendo Sub District Hospital,Rabondo Dispensary,14019,0,MoH,0,0,0,0
1214,1214,Migori,Rongo,      Awendo Sub District Hospital,Sibuoche Dispensary,14082,49,MoH,304,1033,1337,0
1215,1215,Migori,Rongo,      Awendo Sub District Hospital,St Monica Rapogi Health Centre,14121,32,MoH,1223,2331,3554,0
1216,1216,Migori,Rongo,      Awendo Sub District Hospital,Uriri Health Centre,14161,6.7,MoH,768,2050,2818,0
1217,1217,Migori,Rongo,Rongo District Hospital,,14058,0,MoH,3314,8068,11382,0
1218,1218,Migori,Rongo,      Rongo District Hospital,Lwala Dispensary,13740,23.2,MoH,413,935,1348,0
1219,1219,Migori,Rongo,      Rongo District Hospital,Mariwa Health Center,13778,63,MoH,494,1339,1833,0
1220,1220,Migori,Rongo,      Rongo District Hospital,Minyenya Dispensary,13809,57,MoH,335,932,1267,0
1221,1221,Migori,Rongo,      Rongo District Hospital,Ngere Dispensray,13850,3,MoH,126,228,354,0
1222,1222,Migori,Rongo,      Rongo District Hospital,Ngodhe,13853,47,MoH,154,266,420,0
1223,1223,Migori,Rongo,      Rongo District Hospital,Ongo Health Centre,13989,20.7,MoH,453,1172,1625,0
1224,1224,Migori,Rongo,      Rongo District Hospital,Oyani Health Centre,14009,37.1,MoH,447,1269,1716,0
1225,1225,Migori,Rongo,      Rongo District Hospital,Ranen (SDA) Dispensary,14032,0,FBO,0,0,0,0
1226,1226,Migori,Rongo,      Rongo District Hospital,Sony Medical Centre,14097,3,FBO,0,0,0,0
1227,1227,Migori,Rongo,      Rongo District Hospital,Verna Health Centre,14166,0,FBO,167,380,547,0
1228,1228,Siaya,Siaya,Ambira Sub District Hospital,,13476,0,MoH,2525,5295,7820,1
1229,1229,Siaya,Siaya,      Ambira Sub District Hospital,Bar Achuth Dispensary,13495,27.5,MoH,150,682,832,0
1230,1230,Siaya,Siaya,      Ambira Sub District Hospital,Ligega Health Centre,13735,10,MoH,290,761,1051,0
1231,1231,Siaya,Siaya,      Ambira Sub District Hospital,Sega Helath Centre,14073,15,NGO,190,475,665,0
1232,1232,Siaya,Siaya,      Ambira Sub District Hospital,Rangala Health Centre,14033,8,MoH,351,1375,1726,0
1233,1233,Siaya,Siaya,Matibabu Foundation (Ukwala),,17529,0,FBO,0,0,0,1
1234,1234,Siaya,Siaya,Yala Sub District Hospital,,14175,0,MoH,0,0,0,0
1235,1235,Siaya,Siaya,      Yala Sub District Hospital,Akala Health Center,13471,36,MoH,738,1897,2635,0
1236,1236,Siaya,Siaya,      Yala Sub District Hospital,Aluor Mission Health Centre,13473,0,FBO,127,426,553,0
1237,1237,Siaya,Siaya,      Yala Sub District Hospital,Dienya Health Centre,13533,45,MoH,176,651,827,0
1238,1238,Siaya,Siaya,      Yala Sub District Hospital,Dophil Nursing & Maternity Home,0,26,FBO,395,948,1343,0
1239,1239,Siaya,Siaya,      Yala Sub District Hospital,Malanga Health Centre,13760,15,MoH,808,1363,2171,0
1240,1240,Siaya,Siaya,      Yala Sub District Hospital,Rera Health Center,14042,28,MoH,410,1431,1841,0
1241,1241,Siaya,Siaya,      Yala Sub District Hospital,Sagam Community Hospital,14064,0,NGO,40,78,118,0
1242,1242,Siaya,Siaya,      Yala Sub District Hospital,St Mary's Yala Dispensary,16418,0,FBO,20,69,89,0
1243,1243,Siaya,Siaya,      Yala Sub District Hospital,Uriri Dispensary,14160,13.5,MoH,127,314,441,0
1244,1244,Siaya,Siaya,Siaya District Hospital,,14080,0,MoH,5112,15288,20400,2
1245,1245,Siaya,Siaya,      Siaya District Hospital,Bama Hospital,13493,0,NGO,197,79,276,0
1246,1246,Siaya,Siaya,      Siaya District Hospital,Bar Ndege Health Center,16784,5,MoH,351,643,994,0
1247,1247,Siaya,Siaya,      Siaya District Hospital,Bar Olengo Dispensary,13499,11,MoH,267,705,972,0
1248,1248,Siaya,Siaya,      Siaya District Hospital,Boro Dispensary,13513,9,MoH,271,938,1209,0
1249,1249,Siaya,Siaya,      Siaya District Hospital,Hawinga Health Centre,13600,17,MoH,306,804,1110,0
1250,1250,Siaya,Siaya,      Siaya District Hospital,Kadenge Ratuoro Health Center,13641,9,MoH,9,944,953,0
1251,1251,Siaya,Siaya,      Siaya District Hospital,Kaluo Health Centre,13648,11,MoH,384,704,1088,0
1252,1252,Siaya,Siaya,      Siaya District Hospital,Masumbi Disepnsary,16787,11.2,MoH,95,134,229,0
1253,1253,Siaya,Siaya,      Siaya District Hospital,Mulaha Dispensary,13834,4.2,MoH,263,880,1143,0
1254,1254,Siaya,Siaya,      Siaya District Hospital,Rwambwa Health Centre,14063,24.5,MoH,13,2912,2925,0
1255,1255,Siaya,Siaya,      Siaya District Hospital,Siaya Medical Centre,14081,0,NGO,0,0,0,0
1256,1256,Siaya,Siaya,      Siaya District Hospital,Ndere Health Centre,13840,20,MoH,0,0,0,0
1257,1257,Siaya,Siaya,      Siaya District Hospital,Ngiya Health Centre,13852,29,MoH,541,1615,2156,0
1258,1258,Siaya,Siaya,      Siaya District Hospital,Nyangoma Kogero Health Center,0,14,MoH,0,0,0,0
1259,1259,Siaya,Siaya,      Siaya District Hospital,Rabar Dispensary,14018,16,MoH,430,916,1346,0
1260,1260,Siaya,Siaya,      Siaya District Hospital,Sikalame Dispensary,14087,76,MoH,210,418,628,0
1261,1261,Siaya,Siaya,      Siaya District Hospital,Sirembe Dispensary,14093,18,MoH,298,603,901,0
1262,1262,Siaya,Siaya,      Siaya District Hospital,St. Paul Health Centre,14124,7,FBO,352,1566,1918,0
1263,1263,Siaya,Siaya,      Siaya District Hospital,Uriri Health Center,14161,24,MoH,127,2050,2177,0
1264,1264,Homa Bay,Suba,Suba (Sindo) District Hospital,,14130,0,MoH,0,0,0,1
1265,1265,Homa Bay,Suba,      Suba (Sindo) District Hospital,Godbura Health Centre,13585,0,MoH,0,0,0,0
1266,1266,Homa Bay,Suba,      Suba (Sindo) District Hospital,Kigwa Dispensary,13691,46.1,MoH,63,66,129,0
1267,1267,Homa Bay,Suba,      Suba (Sindo) District Hospital,Kisaku Dispensary,13700,50.5,MoH,79,18,97,0
1268,1268,Homa Bay,Suba,      Suba (Sindo) District Hospital,Kisegi Sub-District Hospital,13701,25.1,MoH,377,1290,1667,0
1269,1269,Homa Bay,Suba,      Suba (Sindo) District Hospital,Kitare Health Centre,13705,55.3,MoH,580,2161,2741,0
1270,1270,Homa Bay,Suba,      Suba (Sindo) District Hospital,Lambwe Dispensary,13731,18.7,MoH,97,18,115,0
1271,1271,Homa Bay,Suba,      Suba (Sindo) District Hospital,Lucky Youth Dispensary,13737,0,MoH,0,0,0,0
1272,1272,Homa Bay,Suba,      Suba (Sindo) District Hospital,Magunga Health Centre,13753,47.8,MoH,906,3392,4298,0
1273,1273,Homa Bay,Suba,      Suba (Sindo) District Hospital,Mbita Sub-District Hospital,13798,17,MoH,1557,5059,6616,1
1274,1274,Homa Bay,Suba,      Suba (Sindo) District Hospital,Msare Health Centre,13828,7.5,MoH,78,72,150,0
1275,1275,Homa Bay,Suba,      Suba (Sindo) District Hospital,Ndhuru Dispensary,13842,37.1,MoH,397,495,892,0
1276,1276,Homa Bay,Suba,      Suba (Sindo) District Hospital,Nyadenda Dispensary,13870,18.9,MoH,157,427,584,0
1277,1277,Homa Bay,Suba,      Suba (Sindo) District Hospital,Nyandiwa Dispensary,13920,43,MoH,412,1151,1563,0
1278,1278,Homa Bay,Suba,      Suba (Sindo) District Hospital,Nyatoto Health Centre,13946,12,MoH,167,398,565,0
1279,1279,Homa Bay,Suba,      Suba (Sindo) District Hospital,NYS Dispensary (Suba),13949,5,MoH,99,19,118,0
1280,1280,Homa Bay,Suba,      Suba (Sindo) District Hospital,Ogongo Sub-District Hospital,13967,22,MoH,689,2257,2946,0
1281,1281,Homa Bay,Suba,      Suba (Sindo) District Hospital,Sena Health Centre,14075,16.7,MoH,368,1495,1863,0
1282,1282,Homa Bay,Suba,      Suba (Sindo) District Hospital,Soklo Dispensary,14095,16.7,MoH,1,67,68,0
1283,1283,Homa Bay,Suba,      Suba (Sindo) District Hospital,St Jude Health Centre,14112,16.7,MoH,5,8,13,0
1284,1284,Homa Bay,Suba,      Suba (Sindo) District Hospital,St Luke's Health Centre,14116,0,FBO,0,0,0,0
1285,1285,Homa Bay,Suba,      Suba (Sindo) District Hospital,St Mary's Dispensary (Suba),14119,0,FBO,25,69,94,0
1286,1286,Homa Bay,Suba,      Suba (Sindo) District Hospital,Takawiri Dispensary,14140,10,MoH,53,73,126,0
1287,1287,Homa Bay,Suba,      Suba (Sindo) District Hospital,Tom Mboya Memorial Health Centre,14150,16,MoH,576,1737,2313,0
1288,1288,Homa Bay,Suba,      Suba (Sindo) District Hospital,Tuungane Youth Centre,14154,16.7,MoH,301,1669,1970,0
1289,1289,Homa Bay,Suba,      Suba (Sindo) District Hospital,Ugina Health Centre,14155,0,NGO,149,593,742,0
1290,1290,Homa Bay,Suba,      Suba (Sindo) District Hospital,Usao Dispensary,14162,29.8,MoH,158,396,554,0
1291,1291,Homa Bay,Suba,      Suba (Sindo) District Hospital,Wakula Dispensary,14169,16.7,MoH,113,381,494,0
1292,1292,Turkana,Turkana Central,Lodwar District Hospital,,15049,0,,1970,3247,5217,0
1293,1293,Turkana,Turkana Central,      Lodwar District Hospital,Diocese of Lodwar,0,0,FBO,0,0,0,0
1294,1294,Turkana,Turkana Central,      Lodwar District Hospital,Lorugum Health Centre,15089,0,Kenya Episcopal Conference-Catholic Secretariat,168,242,410,0
1295,1295,Turkana,Turkana Central,      Lodwar District Hospital,Nadapal Primary Health Care Programme,15274,0,Kenya Episcopal Conference-Catholic Secretariat,0,0,0,0
1296,1296,Turkana,Turkana Central,      Lodwar District Hospital,Namoruputh (PAG) Dispensary,15299,0,Christian Health Association of Kenya,13,21,34,0
1297,1297,Turkana,Turkana Central,      Lodwar District Hospital,St Catherine's Napetet Dispensary,15634,0,Kenya Episcopal Conference-Catholic Secretariat,167,292,459,0
1298,1298,Turkana,Turkana Central,      Lodwar District Hospital,St Mary's Kalokol Primary Health Care Prog,15656,0,Kenya Episcopal Conference-Catholic Secretariat,86,301,387,0
1299,1299,Turkana,Turkana Central,      Lodwar District Hospital,St Monica's Nakwamekwi Dispensary,15661,0,Kenya Episcopal Conference-Catholic Secretariat,169,301,470,0
1300,1300,Turkana,Turkana Central,      Lodwar District Hospital,St Patrick's Kanamkemer Dispensary,15662,0,Kenya Episcopal Conference-Catholic Secretariat,126,817,943,0
1301,1301,Turkana,Turkana North,Kakuma Mission Hospital,,14655,0,,495,1100,1595,0
1302,1302,Turkana,Turkana North,      Kakuma Mission Hospital,IRC Kakuma Hospital,14579,0,Non-Governmental Organizations,489,1406,1895,0
1303,1303,Turkana,Turkana North,      Kakuma Mission Hospital,Kataboi Dispensary,14814,0,Kenya Episcopal Conference-Catholic Secretariat,0,0,0,0
1304,1304,Turkana,Turkana North,      Kakuma Mission Hospital,Lokichogio (AIC) Health Centre,15059,0,Christian Health Association of Kenya,351,780,1131,1
1305,1305,Turkana,Turkana North,      Kakuma Mission Hospital,Lowarengak Dispensary,15096,0,Kenya Episcopal Conference-Catholic Secretariat,69,83,152,0
1306,1306,Turkana,Turkana South,      Kakuma Mission Hospital,Nariokotome Dispensary,15310,0,Kenya Episcopal Conference-Catholic Secretariat,80,105,185,0
1307,1307,Turkana,Turkana South,      Kakuma Mission Hospital,Kapedo Sub-District Hospital,14699,375,MoH,14,15,29,0
1308,1308,Turkana,Turkana South,      Kakuma Mission Hospital,Lokichar (RCEA) Health Centre,15057,0,Christian Health Association of Kenya,100,314,414,0
1309,1309,Turkana,Turkana South,      Kakuma Mission Hospital,Lokori (AIC) Health Centre,15064,0,Christian Health Association of Kenya,0,0,0,0
1310,1310,Turkana,Turkana South,      Kakuma Mission Hospital,Lokori Primary Health Care Programme,16324,0,Kenya Episcopal Conference-Catholic Secretariat,100,159,259,0
1311,1311,Turkana,Turkana South,      Kakuma Mission Hospital,Nakwamoru Health Centre,15292,0,Kenya Episcopal Conference-Catholic Secretariat,239,377,616,0
